connection_number,source_name,source_location,source_type,target_name,target_location,target_type,wire_color
653,=Q01+K1.B1-X20:3:2,,panel,=Q01+K1.G1-G1:C,,panel,3
654,=Q01+K1.B1-X20:3:1,,panel,=V01+K1.H2-Q1:T3,,panel,BK
654,=V01+K1.H2-Q1:T3,,panel,=Q01+K1.B1-X20:3:1,,panel,BK
655,=A02+K1.H2-W2:2L3,,panel,=V01+K1.H2-Q1:L3,,panel,direkt verbunden
655,=V01+K1.H2-Q1:L3,,panel,=A02+K1.H2-W2:2L3,,panel,direkt verbunden
66,=V01+K1.B1-A5:2,,PLC,=A01+K1.H2-X1:12:5,,panel,2
66,=A01+K1.H2-X1:12:5,,panel,=V01+K1.B1-A5:2,,PLC,2
669,=Q01+K1.G1-G1:J2.1,,panel,=Q01+K1.B1-X9:1:4,,panel,1
669,=Q01+K1.B1-X9:1:4,,panel,=Q01+K1.G1-G1:J2.1,,panel,1
67,=A01+K1.H2-X1:12:2,,panel,=V01+K1.H2-Q1:T2,,panel,BK
67,=V01+K1.H2-Q1:T2,,panel,=A01+K1.H2-X1:12:2,,panel,BK
670,=Q01+K1.B1-X9:2:2,,panel,=Q01+K1.B1-X9:1:3,,panel,
670,=Q01+K1.B1-X9:1:3,,panel,=Q01+K1.B1-X9:2:2,,panel,
671,=Q01+K1.G1-G1:J2.2,,panel,=Q01+K1.B1-X9:2:5,,panel,2
671,=Q01+K1.B1-X9:2:5,,panel,=Q01+K1.G1-G1:J2.2,,panel,2
672,=Q01+K1.G1-G1:J3.CASE,,panel,=A02+K1.B1-W11:SE,,panel,Schirm
672,=A02+K1.B1-W11:SE,,panel,=Q01+K1.G1-G1:J3.CASE,,panel,Schirm
673,=Q01+K1.G1-G1:J3.1,,panel,=Q01+K1.B1-A10:7,,PLC,WH
673,=Q01+K1.B1-A10:7,,PLC,=Q01+K1.G1-G1:J3.1,,panel,WH
674,=Q01+K1.G1-G1:J3.2,,panel,=Q01+K1.B1-A10:8,,PLC,BN
674,=Q01+K1.B1-A10:8,,PLC,=Q01+K1.G1-G1:J3.2,,panel,BN
675,=Q01+K1.G1-G1:J3.5,,panel,=Q01+K1.B1-A11:3,,PLC,GN
675,=Q01+K1.B1-A11:3,,PLC,=Q01+K1.G1-G1:J3.5,,panel,GN
676,=Q01+K1.G1-G1:J3.6,,panel,=Q01+K1.B1-A11:4,,PLC,YE
676,=Q01+K1.B1-A11:4,,PLC,=Q01+K1.G1-G1:J3.6,,panel,YE
677,=Q01+K1.G1-G1:J3.7,,panel,=Q01+K1.B1-A11:7,,PLC,GY
677,=Q01+K1.B1-A11:7,,PLC,=Q01+K1.G1-G1:J3.7,,panel,GY
678,=Q01+K1.G1-G1:J3.9,,panel,=Q01+K1.B1-A11:8,,PLC,PK
678,=Q01+K1.B1-A11:8,,PLC,=Q01+K1.G1-G1:J3.9,,panel,PK
679,=Q01+K1.B1-X9:4:5,,panel,=V01+K1.B1-W5(-P2):P2:1,,panel,BU
679,=V01+K1.B1-W5(-P2):P2:1,,panel,=Q01+K1.B1-X9:4:5,,panel,BU
68,=Q01+K1.H1-G2:L2,,panel,=V01+K1.H2-Q1:T2,,panel,BK
68,=V01+K1.H2-Q1:T2,,panel,=Q01+K1.H1-G2:L2,,panel,BK
680,=Q01+K1.G1-G1:J4.CASE,,panel,=A02+K1.B1-W9:SE,,panel,Schirm
680,=A02+K1.B1-W9:SE,,panel,=Q01+K1.G1-G1:J4.CASE,,panel,Schirm
681,=Q01+K1.B1-A1:9,,PLC,=Q01+K1.B1-X9:3:4,,panel,BU
681,=Q01+K1.B1-X9:3:4,,panel,=Q01+K1.B1-A1:9,,PLC,BU
682,=Q01+K1.G1-G1:J4.1,,panel,=Q01+K1.B1-X9:3:3,,panel,WH
682,=Q01+K1.B1-X9:3:3,,panel,=Q01+K1.G1-G1:J4.1,,panel,WH
683,=Q01+K1.G1-G1:J4.2,,panel,=Q01+K1.B1-X9:4:2,,panel,BN
683,=Q01+K1.B1-X9:4:2,,panel,=Q01+K1.G1-G1:J4.2,,panel,BN
684,=Q01+K1.B1-X9:5:4,,panel,=V01+K1.B1-A1:2,,PLC,BU
684,=V01+K1.B1-A1:2,,PLC,=Q01+K1.B1-X9:5:4,,panel,BU
685,=Q01+K1.G1-G1:J4.5,,panel,=Q01+K1.B1-X9:5:3,,panel,GN
685,=Q01+K1.B1-X9:5:3,,panel,=Q01+K1.G1-G1:J4.5,,panel,GN
686,=Q01+K1.B1-W5(-P1):X1:1,,panel,=Q01+K1.B1-X9:6:5,,panel,BU
686,=Q01+K1.B1-X9:6:5,,panel,=Q01+K1.B1-W5(-P1):X1:1,,panel,BU
687,=Q01+K1.G1-G1:J4.6,,panel,=Q01+K1.B1-X9:6:2,,panel,YE
687,=Q01+K1.B1-X9:6:2,,panel,=Q01+K1.G1-G1:J4.6,,panel,YE
688,=S02+K1.B1-A1:3,,PLC,=Q01+K1.B1-X9:7:4,,panel,BU
688,=Q01+K1.B1-X9:7:4,,panel,=S02+K1.B1-A1:3,,PLC,BU
689,=Q01+K1.G1-G1:J4.7,,panel,=Q01+K1.B1-X9:7:3,,panel,PK
689,=Q01+K1.B1-X9:7:3,,panel,=Q01+K1.G1-G1:J4.7,,panel,PK
69,=V01+K1.B1-A5:3,,PLC,=A01+K1.H2-X1:13:4,,panel,3
69,=A01+K1.H2-X1:13:4,,panel,=V01+K1.B1-A5:3,,PLC,3
690,=Q01+K1.B1-W5(-P1):X1:2,,panel,=Q01+K1.B1-X9:8:5,,panel,BU
690,=Q01+K1.B1-X9:8:5,,panel,=Q01+K1.B1-W5(-P1):X1:2,,panel,BU
691,=Q01+K1.G1-G1:J4.8,,panel,=Q01+K1.B1-X9:8:2,,panel,GY
691,=Q01+K1.B1-X9:8:2,,panel,=Q01+K1.G1-G1:J4.8,,panel,GY
692,=Q01+K1.B1-X9:9:4,,panel,=S02+K1.B1-A1:4,,PLC,BU
692,=S02+K1.B1-A1:4,,PLC,=Q01+K1.B1-X9:9:4,,panel,BU
693,=Q01+K1.G1-G1:J4.9,,panel,=Q01+K1.B1-X9:9:3,,panel,GYPK
693,=Q01+K1.B1-X9:9:3,,panel,=Q01+K1.G1-G1:J4.9,,panel,GYPK
694,=Q01+K1.B1-X9:10:5,,panel,=V01+K1.B1-W5(-P1):X1:3,,panel,BU
694,=V01+K1.B1-W5(-P1):X1:3,,panel,=Q01+K1.B1-X9:10:5,,panel,BU
695,=Q01+K1.G1-G1:J4.10,,panel,=Q01+K1.B1-X9:10:2,,panel,RDBU
695,=Q01+K1.B1-X9:10:2,,panel,=Q01+K1.G1-G1:J4.10,,panel,RDBU
696,=Q01+K1.B1-X9:11:4,,panel,=V01+K1.B1-A1:5,,PLC,BU
696,=V01+K1.B1-A1:5,,PLC,=Q01+K1.B1-X9:11:4,,panel,BU
697,=Q01+K1.G1-G1:J4.11,,panel,=Q01+K1.B1-X9:11:3,,panel,RD
697,=Q01+K1.B1-X9:11:3,,panel,=Q01+K1.G1-G1:J4.11,,panel,RD
698,=V01+K1.B1-W5(-P1):X1:4,,panel,=Q01+K1.B1-X9:12:5,,panel,BU
698,=Q01+K1.B1-X9:12:5,,panel,=V01+K1.B1-W5(-P1):X1:4,,panel,BU
699,=Q01+K1.G1-G1:J4.12,,panel,=Q01+K1.B1-X9:12:2,,panel,BU
699,=Q01+K1.B1-X9:12:2,,panel,=Q01+K1.G1-G1:J4.12,,panel,BU
7,=V01+K1.H2-Q2:L2,,panel,=V01+K1.H2-Q1:L2,,panel,BK
7,=V01+K1.H2-Q1:L2,,panel,=V01+K1.H2-Q2:L2,,panel,BK
70,=A01+K1.H2-X1:13:3,,panel,=V01+K1.H2-Q1:T3,,panel,BK
70,=V01+K1.H2-Q1:T3,,panel,=A01+K1.H2-X1:13:3,,panel,BK
700,=Q01+K1.B1-X9:13:4,,panel,=V01+K1.B1-A1:6,,PLC,BU
700,=V01+K1.B1-A1:6,,PLC,=Q01+K1.B1-X9:13:4,,panel,BU
701,=Q01+K1.G1-G1:J4.13,,panel,=Q01+K1.B1-X9:13:3,,panel,BK
701,=Q01+K1.B1-X9:13:3,,panel,=Q01+K1.G1-G1:J4.13,,panel,BK
702,=Q01+K1.B1-W5(-P1):X1:5,,panel,=Q01+K1.B1-X9:14:5,,panel,BU
702,=Q01+K1.B1-X9:14:5,,panel,=Q01+K1.B1-W5(-P1):X1:5,,panel,BU
703,=Q01+K1.G1-G1:J4.14,,panel,=Q01+K1.B1-X9:14:2,,panel,VT
703,=Q01+K1.B1-X9:14:2,,panel,=Q01+K1.G1-G1:J4.14,,panel,VT
704,=Q01+K1.D2-X1:1,,panel,=Q01+K1.D2-X1:1,,panel,
706,=Q01+K1.D2-X1:1,,panel,=V01+K1.H2-Q2:T1,,panel,BK
706,=V01+K1.H2-Q2:T1,,panel,=Q01+K1.D2-X1:1,,panel,BK
707,=A02+K1.H2-W3:3L1,,panel,=V01+K1.H2-Q2:L1,,panel,direkt verbunden
707,=V01+K1.H2-Q2:L1,,panel,=A02+K1.H2-W3:3L1,,panel,direkt verbunden
708,=Q01+K1.D2-X1:2,,panel,=Q01+K1.D2-X1:2,,panel,
71,=Q01+K1.H1-G2:L3,,panel,=V01+K1.H2-Q1:T3,,panel,BK
71,=V01+K1.H2-Q1:T3,,panel,=Q01+K1.H1-G2:L3,,panel,BK
710,=Q01+K1.D2-X1:2,,panel,=V01+K1.H2-Q2:T2,,panel,BK
710,=V01+K1.H2-Q2:T2,,panel,=Q01+K1.D2-X1:2,,panel,BK
711,=Q01+K1.D2-X2:2,,panel,=V01+K1.H2-Q2:T2,,panel,BK
711,=V01+K1.H2-Q2:T2,,panel,=Q01+K1.D2-X2:2,,panel,BK
712,=A02+K1.H2-W3:3L2,,panel,=V01+K1.H2-Q2:L2,,panel,direkt verbunden
712,=V01+K1.H2-Q2:L2,,panel,=A02+K1.H2-W3:3L2,,panel,direkt verbunden
713,=Q01+K1.D2-X1:3,,panel,=Q01+K1.D2-X1:3,,panel,
714,=Q01+K1.D2-X2:1,,panel,=V01+K1.H2-Q2:T3,,panel,BK
714,=V01+K1.H2-Q2:T3,,panel,=Q01+K1.D2-X2:1,,panel,BK
715,=A02+K1.H2-W3:3L3,,panel,=V01+K1.H2-Q2:L3,,panel,direkt verbunden
715,=V01+K1.H2-Q2:L3,,panel,=A02+K1.H2-W3:3L3,,panel,direkt verbunden
72,=Q15+K1.B1-A5:4,,PLC,=A01+K1.H2-X1:15:4,,panel,4
72,=A01+K1.H2-X1:15:4,,panel,=Q15+K1.B1-A5:4,,PLC,4
723,=V01+K1.H2-Q2:14,,panel,=V01+K1.B1-A4:1,,PLC,BU
723,=V01+K1.B1-A4:1,,PLC,=V01+K1.H2-Q2:14,,panel,BU
724,=V01+K1.B1-A7:1,,PLC,=V01+K1.H2-Q2:14,,panel,BU
724,=V01+K1.H2-Q2:14,,panel,=V01+K1.B1-A7:1,,PLC,BU
725,=V01+K1.H2-Q2:13,,panel,=V01+K1.B1-W5(-P1):P1:2,,panel,BU
725,=V01+K1.B1-W5(-P1):P1:2,,panel,=V01+K1.H2-Q2:13,,panel,BU
728,=A02+K1.B1-X21-X21.1F:1,,panel,=V01+K1.B1-A4:9,,PLC,BU
728,=V01+K1.B1-A4:9,,PLC,=A02+K1.B1-X21-X21.1F:1,,panel,BU
73,=A01+K1.H2-X1:15:3,,panel,=A01+K1.H2-X1:14:5,,panel,BU
73,=A01+K1.H2-X1:14:5,,panel,=A01+K1.H2-X1:15:3,,panel,BU
730,=A02+K1.B1-X21-X21.1F:2,,panel,=V01+K1.B1-W5(-P2):P2:2,,panel,BU
730,=V01+K1.B1-W5(-P2):P2:2,,panel,=A02+K1.B1-X21-X21.1F:2,,panel,BU
732,=A02+K1.B1-X21-X21.1F:3,,panel,=V01+K1.B1-A4:10,,PLC,BU
732,=V01+K1.B1-A4:10,,PLC,=A02+K1.B1-X21-X21.1F:3,,panel,BU
734,=A02+K1.B1-X21-X21.1F:4,,panel,=V01+K1.B1-W5(-P2):P2:2,,panel,BU
734,=V01+K1.B1-W5(-P2):P2:2,,panel,=A02+K1.B1-X21-X21.1F:4,,panel,BU
736,=A02+K1.B1-X21-X21.1F:5,,panel,=V01+K1.B1-A4:11,,PLC,BU
736,=V01+K1.B1-A4:11,,PLC,=A02+K1.B1-X21-X21.1F:5,,panel,BU
738,=A02+K1.B1-X21-X21.1F:6,,panel,=V01+K1.B1-W5(-P2):P2:2,,panel,BU
738,=V01+K1.B1-W5(-P2):P2:2,,panel,=A02+K1.B1-X21-X21.1F:6,,panel,BU
74,=Q15+K1.B1-A5:5,,PLC,=A01+K1.H2-X1:16:5,,panel,5
74,=A01+K1.H2-X1:16:5,,panel,=Q15+K1.B1-A5:5,,PLC,5
740,=A02+K1.B1-X21-X21.1F:7,,panel,=V01+K1.B1-A4:2,,PLC,BU
740,=V01+K1.B1-A4:2,,PLC,=A02+K1.B1-X21-X21.1F:7,,panel,BU
742,=A02+K1.B1-X21-X21.1F:8,,panel,=V01+K1.B1-A4:3,,PLC,BU
742,=V01+K1.B1-A4:3,,PLC,=A02+K1.B1-X21-X21.1F:8,,panel,BU
744,=A02+K1.B1-X21-X21.1F:9,,panel,=V01+K1.B1-W5(-P1):P1,,panel,BU
744,=V01+K1.B1-W5(-P1):P1,,panel,=A02+K1.B1-X21-X21.1F:9,,panel,BU
746,=A02+K1.B1-X21-X21.1F:10,,panel,=V01+K1.B1-A3:1,,PLC,WH
746,=V01+K1.B1-A3:1,,PLC,=A02+K1.B1-X21-X21.1F:10,,panel,WH
748,=A02+K1.B1-X21-X21.1F:11,,panel,=V01+K1.B1-A3:2,,PLC,BN
748,=V01+K1.B1-A3:2,,PLC,=A02+K1.B1-X21-X21.1F:11,,panel,BN
75,=A01+K1.H2-X1:16:2,,panel,=A01+K1.H2-T1:-L1i,,panel,BK
75,=A01+K1.H2-T1:-L1i,,panel,=A01+K1.H2-X1:16:2,,panel,BK
750,=A02+K1.B1-X21-X21.1F:12,,panel,=Q01+K1.B1-A3:5,,PLC,GN
750,=Q01+K1.B1-A3:5,,PLC,=A02+K1.B1-X21-X21.1F:12,,panel,GN
752,=A02+K1.B1-X21-X21.1F:13,,panel,=V01+K1.B1-A3:6,,PLC,YE
752,=V01+K1.B1-A3:6,,PLC,=A02+K1.B1-X21-X21.1F:13,,panel,YE
754,=A02+K1.B1-X21-X21.1F:14,,panel,=V01+K1.B1-A2:1,,PLC,GY
754,=V01+K1.B1-A2:1,,PLC,=A02+K1.B1-X21-X21.1F:14,,panel,GY
756,=A02+K1.B1-X21-X21.1F:15,,panel,=V01+K1.B1-A2:2,,PLC,PK
756,=V01+K1.B1-A2:2,,PLC,=A02+K1.B1-X21-X21.1F:15,,panel,PK
758,=A02+K1.B1-X21-X21.1F:16,,panel,=V01+K1.B1-A2:5,,PLC,RD
758,=V01+K1.B1-A2:5,,PLC,=A02+K1.B1-X21-X21.1F:16,,panel,RD
76,=A01+K1.H2-T1:-L2k,,panel,=A01+K1.H2-T1:-L1k,,panel,BU
76,=A01+K1.H2-T1:-L1k,,panel,=A01+K1.H2-T1:-L2k,,panel,BU
760,=A02+K1.B1-X21-X21.1F:17,,panel,=V01+K1.B1-A2:6,,PLC,BU
760,=V01+K1.B1-A2:6,,PLC,=A02+K1.B1-X21-X21.1F:17,,panel,BU
763,=Q01+K1.H1-G2:-,,panel,=Q01+K1.B1-X9:16:2,,panel,BU
763,=Q01+K1.B1-X9:16:2,,panel,=Q01+K1.H1-G2:-,,panel,BU
764,=Q01+K1.B1-X9:36:2,,panel,=Q01+K1.B1-X9:16:2,,panel,BU
764,=Q01+K1.B1-X9:16:2,,panel,=Q01+K1.B1-X9:36:2,,panel,BU
765,=Q01+K1.H2-Q3:T1,,panel,=Q01+K1.H1-G2:L1,,panel,BK
765,=Q01+K1.H1-G2:L1,,panel,=Q01+K1.H2-Q3:T1,,panel,BK
766,=Q01+K1.H2-Q3:L1,,panel,=A02+K1.H2-W3:3L1,,panel,direkt verbunden
766,=A02+K1.H2-W3:3L1,,panel,=Q01+K1.H2-Q3:L1,,panel,direkt verbunden
767,=Q01+K1.H1-G2:+,,panel,=Q01+K1.B1-X9:15:3,,panel,BU
767,=Q01+K1.B1-X9:15:3,,panel,=Q01+K1.H1-G2:+,,panel,BU
768,=Q01+K1.B1-X9:35:3,,panel,=Q01+K1.B1-X9:15:3,,panel,BU
768,=Q01+K1.B1-X9:15:3,,panel,=Q01+K1.B1-X9:35:3,,panel,BU
769,=Q01+K1.H2-Q3:T2,,panel,=Q01+K1.H1-G2:L2,,panel,BK
769,=Q01+K1.H1-G2:L2,,panel,=Q01+K1.H2-Q3:T2,,panel,BK
77,=A01+K1.H2-T1:-L3k,,panel,=A01+K1.H2-T1:-L2k,,panel,BU
77,=A01+K1.H2-T1:-L2k,,panel,=A01+K1.H2-T1:-L3k,,panel,BU
770,=Q01+K1.H2-Q3:L2,,panel,=A02+K1.H2-W3:3L2,,panel,direkt verbunden
770,=A02+K1.H2-W3:3L2,,panel,=Q01+K1.H2-Q3:L2,,panel,direkt verbunden
771,=Q01+K1.H2-Q3:T3,,panel,=Q01+K1.H1-G2:L3,,panel,BK
771,=Q01+K1.H1-G2:L3,,panel,=Q01+K1.H2-Q3:T3,,panel,BK
772,=Q01+K1.H2-Q3:L3,,panel,=A02+K1.H2-W3:3L3,,panel,direkt verbunden
772,=A02+K1.H2-W3:3L3,,panel,=Q01+K1.H2-Q3:L3,,panel,direkt verbunden
775,=V01+K1.B1-A4:4,,PLC,=Q01+K1.H2-Q3:14,,panel,BU
775,=Q01+K1.H2-Q3:14,,panel,=V01+K1.B1-A4:4,,PLC,BU
776,=Q01+K1.B1-A7:4,,PLC,=Q01+K1.H2-Q3:14,,panel,BU
776,=Q01+K1.H2-Q3:14,,panel,=Q01+K1.B1-A7:4,,PLC,BU
777,=Q01+K1.H2-Q3:13,,panel,=V01+K1.B1-W5(-P1):P1:1,,panel,BU
777,=V01+K1.B1-W5(-P1):P1:1,,panel,=Q01+K1.H2-Q3:13,,panel,BU
78,=A01+K1.H2-X1:19:3,,panel,=A01+K1.H2-T1:-L3k,,panel,BU
78,=A01+K1.H2-T1:-L3k,,panel,=A01+K1.H2-X1:19:3,,panel,BU
780,=Q01+K1.G1-N2:X0.+24V,,panel,=Q01+K1.B1-X9:15:4,,panel,1
780,=Q01+K1.B1-X9:15:4,,panel,=Q01+K1.G1-N2:X0.+24V,,panel,1
782,=Q01+K1.G1-N2:X0.GND,,panel,=Q01+K1.B1-X9:16:5,,panel,2
782,=Q01+K1.B1-X9:16:5,,panel,=Q01+K1.G1-N2:X0.GND,,panel,2
787,=A02+K1.B1-X21-X21.1F:18,,panel,=Q01+K1.G1-N2:X3A.1,,panel,WH
787,=Q01+K1.G1-N2:X3A.1,,panel,=A02+K1.B1-X21-X21.1F:18,,panel,WH
788,=A02+K1.B1-X21-X21.1F:19,,panel,=Q01+K1.G1-N2:X3A.2,,panel,BN
788,=Q01+K1.G1-N2:X3A.2,,panel,=A02+K1.B1-X21-X21.1F:19,,panel,BN
789,=A02+K1.B1-X21-X21.1F:20,,panel,=Q01+K1.G1-N2:X3B.2,,panel,YE
789,=Q01+K1.G1-N2:X3B.2,,panel,=A02+K1.B1-X21-X21.1F:20,,panel,YE
79,=Q15+K1.B1-A5:6,,PLC,=A01+K1.H2-X1:17:4,,panel,6
79,=A01+K1.H2-X1:17:4,,panel,=Q15+K1.B1-A5:6,,PLC,6
790,=A02+K1.B1-X21-X21.1F:21,,panel,=Q01+K1.G1-N2:X3B.1,,panel,GN
790,=Q01+K1.G1-N2:X3B.1,,panel,=A02+K1.B1-X21-X21.1F:21,,panel,GN
791,=Q01+K1.G1-N2:X1.9,,panel,=V01+K1.B1-A5:1,,PLC,WH
791,=V01+K1.B1-A5:1,,PLC,=Q01+K1.G1-N2:X1.9,,panel,WH
792,=Q01+K1.G1-N2:X1.10,,panel,=V01+K1.B1-A5:3,,PLC,BN
792,=V01+K1.B1-A5:3,,PLC,=Q01+K1.G1-N2:X1.10,,panel,BN
793,=Q01+K1.G1-N2:X1.11,,panel,=Q15+K1.B1-A5:5,,PLC,GN
793,=Q15+K1.B1-A5:5,,PLC,=Q01+K1.G1-N2:X1.11,,panel,GN
794,=Q01+K1.G1-N2:X1.12,,panel,=Q01+K1.B1-A5:7,,PLC,YE
794,=Q01+K1.B1-A5:7,,PLC,=Q01+K1.G1-N2:X1.12,,panel,YE
795,=Q01+K1.G1-N2:X1.CASE,,panel,=A02+K1.B1-W11:SE,,panel,Schirm
795,=A02+K1.B1-W11:SE,,panel,=Q01+K1.G1-N2:X1.CASE,,panel,Schirm
796,=Q01+K1.G1-N2:X2.E+,,panel,=Q01+K1.B1-X9:17:4,,panel,WH
796,=Q01+K1.B1-X9:17:4,,panel,=Q01+K1.G1-N2:X2.E+,,panel,WH
797,=V01+K1.B1-A4:12,,PLC,=Q01+K1.B1-X9:17:3,,panel,BU
797,=Q01+K1.B1-X9:17:3,,panel,=V01+K1.B1-A4:12,,PLC,BU
798,=Q01+K1.G1-N2:X2.E-,,panel,=Q01+K1.B1-X9:18:5,,panel,BN
798,=Q01+K1.B1-X9:18:5,,panel,=Q01+K1.G1-N2:X2.E-,,panel,BN
799,=Q01+K1.B1-X9:18:2,,panel,=V01+K1.B1-W5(-P2):P2:2,,panel,BU
799,=V01+K1.B1-W5(-P2):P2:2,,panel,=Q01+K1.B1-X9:18:2,,panel,BU
8,=V01+K1.H2-Q1:T3,,panel,=A01+K1.H2-W0:L3,,panel,BK
8,=A01+K1.H2-W0:L3,,panel,=V01+K1.H2-Q1:T3,,panel,BK
80,=A01+K1.H2-X1:17:3,,panel,=A01+K1.H2-T1:-L2i,,panel,BK
80,=A01+K1.H2-T1:-L2i,,panel,=A01+K1.H2-X1:17:3,,panel,BK
800,=Q01+K1.G1-N2:X2.NO,,panel,=Q01+K1.B1-X9:19:4,,panel,GN
800,=Q01+K1.B1-X9:19:4,,panel,=Q01+K1.G1-N2:X2.NO,,panel,GN
801,=Q01+K1.B1-X9:19:3,,panel,=V01+K1.B1-A4:5,,PLC,BU
801,=V01+K1.B1-A4:5,,PLC,=Q01+K1.B1-X9:19:3,,panel,BU
802,=Q01+K1.G1-N2:X2.COM,,panel,=Q01+K1.B1-X9:20:5,,panel,YE
802,=Q01+K1.B1-X9:20:5,,panel,=Q01+K1.G1-N2:X2.COM,,panel,YE
803,=Q01+K1.B1-X9:20:2,,panel,=V01+K1.B1-W5(-P1):P1:1,,panel,BU
803,=V01+K1.B1-W5(-P1):P1:1,,panel,=Q01+K1.B1-X9:20:2,,panel,BU
806,=Q01+K1.B1-A13:1,,PLC,=Q01+K1.B1-X9:21:4,,panel,BU
806,=Q01+K1.B1-X9:21:4,,panel,=Q01+K1.B1-A13:1,,PLC,BU
807,=Q01+K1.G2-X1:2,,panel,=Q01+K1.B1-X9:21:3,,panel,WH
807,=Q01+K1.B1-X9:21:3,,panel,=Q01+K1.G2-X1:2,,panel,WH
808,=Q01+K1.B1-X9:22:5,,panel,=Q01+K1.B1-A13:4,,PLC,BU
808,=Q01+K1.B1-A13:4,,PLC,=Q01+K1.B1-X9:22:5,,panel,BU
809,=Q01+K1.B1-X9:22:2,,panel,=Q01+K1.G2-X1:3,,panel,BN
809,=Q01+K1.G2-X1:3,,panel,=Q01+K1.B1-X9:22:2,,panel,BN
81,=Q01+K1.B1-A5:7,,PLC,=A01+K1.H2-X1:18:5,,panel,7
81,=A01+K1.H2-X1:18:5,,panel,=Q01+K1.B1-A5:7,,PLC,7
810,=Q01+K1.B1-X9:23:4,,panel,=Q01+K1.B1-A13:5,,PLC,BU
810,=Q01+K1.B1-A13:5,,PLC,=Q01+K1.B1-X9:23:4,,panel,BU
811,=Q01+K1.B1-X9:23:3,,panel,=Q01+K1.G2-X1:4,,panel,GN
811,=Q01+K1.G2-X1:4,,panel,=Q01+K1.B1-X9:23:3,,panel,GN
812,=Q01+K1.B1-X9:24:5,,panel,=Q01+K1.B1-A13:8,,PLC,BU
812,=Q01+K1.B1-A13:8,,PLC,=Q01+K1.B1-X9:24:5,,panel,BU
813,=Q01+K1.B1-X9:24:2,,panel,=Q01+K1.G2-X1:5,,panel,YE
813,=Q01+K1.G2-X1:5,,panel,=Q01+K1.B1-X9:24:2,,panel,YE
814,=Q01+K1.B1-X9:25:4,,panel,=V01+K1.B1-W5(-P1):P1:2,,panel,BU
814,=V01+K1.B1-W5(-P1):P1:2,,panel,=Q01+K1.B1-X9:25:4,,panel,BU
815,=Q01+K1.B1-X9:25:3,,panel,=Q01+K1.G2-X1:6,,panel,GY
815,=Q01+K1.G2-X1:6,,panel,=Q01+K1.B1-X9:25:3,,panel,GY
816,=Q01+K1.B1-X9:26:5,,panel,=A02+K1.B1-W11:SE,,panel,Schirm
816,=A02+K1.B1-W11:SE,,panel,=Q01+K1.B1-X9:26:5,,panel,Schirm
817,=Q01+K1.B1-X9:26:2,,panel,=Q01+K1.G2-X1:8,,panel,SH
817,=Q01+K1.G2-X1:8,,panel,=Q01+K1.B1-X9:26:2,,panel,SH
818,=Q01+K1.B1-X9:30:5,,panel,=Q01+K1.B1-X9:27:4,,panel,BU
818,=Q01+K1.B1-X9:27:4,,panel,=Q01+K1.B1-X9:30:5,,panel,BU
819,=Q01+K1.B1-G4:5,,panel,=Q01+K1.B1-X9:30:5,,panel,BU
819,=Q01+K1.B1-X9:30:5,,panel,=Q01+K1.B1-G4:5,,panel,BU
82,=A01+K1.H2-X1:18:2,,panel,=A01+K1.H2-T1:-L3i,,panel,BK
82,=A01+K1.H2-T1:-L3i,,panel,=A01+K1.H2-X1:18:2,,panel,BK
820,=Q01+K1.B1-X9:27:3,,panel,=Q01+K1.G2-X1:9,,panel,PK
820,=Q01+K1.G2-X1:9,,panel,=Q01+K1.B1-X9:27:3,,panel,PK
821,=Q01+K1.B1-A12:1,,PLC,=Q01+K1.B1-X9:28:5,,panel,WH
821,=Q01+K1.B1-X9:28:5,,panel,=Q01+K1.B1-A12:1,,PLC,WH
822,=Q01+K1.B1-X9:28:2,,panel,=Q01+K1.G2-X1:10,,panel,BU
822,=Q01+K1.G2-X1:10,,panel,=Q01+K1.B1-X9:28:2,,panel,BU
823,=Q01+K1.B1-A12:3,,PLC,=Q01+K1.B1-X9:29:4,,panel,BN
823,=Q01+K1.B1-X9:29:4,,panel,=Q01+K1.B1-A12:3,,PLC,BN
824,=Q01+K1.B1-X9:32:5,,panel,=Q01+K1.B1-X9:29:4,,panel,BU
824,=Q01+K1.B1-X9:29:4,,panel,=Q01+K1.B1-X9:32:5,,panel,BU
825,=Q01+K1.B1-X9:29:3,,panel,=Q01+K1.G2-X1:11,,panel,RD
825,=Q01+K1.G2-X1:11,,panel,=Q01+K1.B1-X9:29:3,,panel,RD
826,=Q01+K1.B1-X9:30:2,,panel,=Q01+K1.G2-X1:12,,panel,BK
826,=Q01+K1.G2-X1:12,,panel,=Q01+K1.B1-X9:30:2,,panel,BK
827,=Q01+K1.B1-A12:5,,PLC,=Q01+K1.B1-X9:31:4,,panel,GN
827,=Q01+K1.B1-X9:31:4,,panel,=Q01+K1.B1-A12:5,,PLC,GN
828,=Q01+K1.B1-X9:31:3,,panel,=Q01+K1.G2-X1:13,,panel,VT
828,=Q01+K1.G2-X1:13,,panel,=Q01+K1.B1-X9:31:3,,panel,VT
829,=Q01+K1.B1-G4:6,,panel,=Q01+K1.B1-X9:32:5,,panel,BU
829,=Q01+K1.B1-X9:32:5,,panel,=Q01+K1.B1-G4:6,,panel,BU
83,=A02+K1.B1-A5:8,,PLC,=A01+K1.H2-X1:19:4,,panel,8
