connection_number,source_name,source_location,source_type,target_name,target_location,target_type,wire_color
1319,=S02+K1.H1-V1.3:2,,panel,=S02+K1.H1-F1.3:1,,panel,BK
132,=A02+K1.B1-X200:N,,panel,=A02+K1.H2-X5:2:1,,panel,BU
132,=A02+K1.H2-X5:2:1,,panel,=A02+K1.B1-X200:N,,panel,BU
1320,=S02+K1.H1-V1.3:A2,,panel,=V01+K1.B1-W5(-P2):P2:2,,panel,BU
1320,=V01+K1.B1-W5(-P2):P2:2,,panel,=S02+K1.H1-V1.3:A2,,panel,BU
1321,=S02+K1.H1-V1.3:A1,,panel,=V01+K1.B1-A1:12,,PLC,BU
1321,=V01+K1.B1-A1:12,,PLC,=S02+K1.H1-V1.3:A1,,panel,BU
1322,=S02+K1.H1-V2.1:A1,,panel,=V01+K1.B1-A1:12,,PLC,BU
1322,=V01+K1.B1-A1:12,,PLC,=S02+K1.H1-V2.1:A1,,panel,BU
1323,=S02+K1.H1-V2.2:A1,,panel,=S02+K1.H1-V2.1:A1,,panel,BU
1323,=S02+K1.H1-V2.1:A1,,panel,=S02+K1.H1-V2.2:A1,,panel,BU
1328,=S02+K1.H1-F1.1:2,,panel,=V01+K1.D2-X11:1,,panel,BK
1328,=V01+K1.D2-X11:1,,panel,=S02+K1.H1-F1.1:2,,panel,BK
1329,=S02+K1.H1-V1.1:2,,panel,=S02+K1.H1-F1.1:1,,panel,BK
1329,=S02+K1.H1-F1.1:1,,panel,=S02+K1.H1-V1.1:2,,panel,BK
133,=A02+K1.B1-X200:PE,,panel,=A02+K1.H2-X6:4:1,,panel,GNYE
133,=A02+K1.H2-X6:4:1,,panel,=A02+K1.B1-X200:PE,,panel,GNYE
1334,=S02+K1.H1-F1.2:2,,panel,=V01+K1.D2-X11:2,,panel,BK
1334,=V01+K1.D2-X11:2,,panel,=S02+K1.H1-F1.2:2,,panel,BK
1335,=V01+K1.D2-X12:1,,panel,=S02+K1.H1-F1.1:4,,panel,BK
1335,=S02+K1.H1-F1.1:4,,panel,=V01+K1.D2-X12:1,,panel,BK
1336,=S02+K1.H1-F1.1:3,,panel,=S02+K1.H1-F1.1:5,,panel,BK
1336,=S02+K1.H1-F1.1:5,,panel,=S02+K1.H1-F1.1:3,,panel,BK
1337,=S02+K1.H1-F1.1:3,,panel,=S02+K1.H1-F1.1:1,,panel,BK
1337,=S02+K1.H1-F1.1:1,,panel,=S02+K1.H1-F1.1:3,,panel,BK
1338,=S02+K1.D2-X13:1,,panel,=S02+K1.H1-F1.1:6,,panel,BK
1338,=S02+K1.H1-F1.1:6,,panel,=S02+K1.D2-X13:1,,panel,BK
134,=A02+K1.A1-X21:L,,panel,=V01+K1.H1-K1:2,,panel,1
134,=V01+K1.H1-K1:2,,panel,=A02+K1.A1-X21:L,,panel,1
1343,=A02+K1.H2-X5:11,,panel,=V01+K1.D2-X11:3,,panel,BU
1343,=V01+K1.D2-X11:3,,panel,=A02+K1.H2-X5:11,,panel,BU
1344,=S02+K1.D2-X11:4,,panel,=V01+K1.D2-X11:3,,panel,BU
1344,=V01+K1.D2-X11:3,,panel,=S02+K1.D2-X11:4,,panel,BU
1345,=S02+K1.D2-X21:4,,panel,=S02+K1.D2-X11:4,,panel,BU
1345,=S02+K1.D2-X11:4,,panel,=S02+K1.D2-X21:4,,panel,BU
1346,=S02+K1.D2-X11:4,,panel,=S02+K1.D2-X11:4,,panel,
1349,=S02+K1.D2-X21:3,,panel,=S02+K1.D2-X21:3,,panel,
135,=V01+K1.H1-K1:4,,panel,=V01+K1.H1-K1:2,,panel,BK
135,=V01+K1.H1-K1:2,,panel,=V01+K1.H1-K1:4,,panel,BK
1351,=S02+K1.H1-F1.3:2,,panel,=S02+K1.D2-X21:3,,panel,BK
1351,=S02+K1.D2-X21:3,,panel,=S02+K1.H1-F1.3:2,,panel,BK
1352,=S02+K1.D2-X21:4,,panel,=S02+K1.D2-X21:4,,panel,
136,=V01+K1.H1-K1:6,,panel,=V01+K1.H1-K1:4,,panel,BK
136,=V01+K1.H1-K1:4,,panel,=V01+K1.H1-K1:6,,panel,BK
1362,=S02+K1.H1-F1.2:4,,panel,=V01+K1.D2-X12:2,,panel,BK
1362,=V01+K1.D2-X12:2,,panel,=S02+K1.H1-F1.2:4,,panel,BK
1366,=S02+K1.H1-F1.3:4,,panel,=V01+K1.D2-X12:3,,panel,BK
1366,=V01+K1.D2-X12:3,,panel,=S02+K1.H1-F1.3:4,,panel,BK
1369,=S02+K1.H1-V1.2:2,,panel,=S02+K1.H1-F1.2:1,,panel,BK
1369,=S02+K1.H1-F1.2:1,,panel,=S02+K1.H1-V1.2:2,,panel,BK
137,=A02+K1.H2-X22:N,,panel,=A02+K1.A1-X21:N,,panel,2
137,=A02+K1.A1-X21:N,,panel,=A02+K1.H2-X22:N,,panel,2
1370,=S02+K1.H1-F1.2:3,,panel,=S02+K1.H1-F1.2:5,,panel,BK
1370,=S02+K1.H1-F1.2:5,,panel,=S02+K1.H1-F1.2:3,,panel,BK
1371,=S02+K1.H1-F1.2:3,,panel,=S02+K1.H1-F1.2:1,,panel,BK
1371,=S02+K1.H1-F1.2:1,,panel,=S02+K1.H1-F1.2:3,,panel,BK
1374,=V01+K1.D2-X12:5,,panel,=V01+K1.D2-X12:4,,panel,BU
1374,=V01+K1.D2-X12:4,,panel,=V01+K1.D2-X12:5,,panel,BU
1375,=S02+K1.D2-X12:6,,panel,=V01+K1.D2-X12:5,,panel,BU
1375,=V01+K1.D2-X12:5,,panel,=S02+K1.D2-X12:6,,panel,BU
1376,=A02+K1.H2-X5:12,,panel,=S02+K1.D2-X12:6,,panel,BU
1376,=S02+K1.D2-X12:6,,panel,=A02+K1.H2-X5:12,,panel,BU
1377,=S02+K1.D2-X13:2,,panel,=S02+K1.H1-F1.2:6,,panel,BK
1377,=S02+K1.H1-F1.2:6,,panel,=S02+K1.D2-X13:2,,panel,BK
138,=A02+K1.H2-F3.1:4/3,,panel,=A02+K1.H2-X22:N,,panel,BU
138,=A02+K1.H2-X22:N,,panel,=A02+K1.H2-F3.1:4/3,,panel,BU
1380,=S02+K1.D2-X12:6,,panel,=S02+K1.D2-X12:6,,panel,
1384,=S02+K1.D2-X13:1,,panel,=S02+K1.D2-X13:1,,panel,
1388,=S02+K1.D2-X13:2,,panel,=S02+K1.D2-X13:2,,panel,
139,=A02+K1.A1-X21:PE,,panel,=A02+K1.H2-X6:PE:2,,panel,GNYE
139,=A02+K1.H2-X6:PE:2,,panel,=A02+K1.A1-X21:PE,,panel,GNYE
1391,=S02+K1.D2-X13:3,,panel,=S02+K1.D2-X13:3,,panel,
1393,=S02+K1.H1-F1.3:6,,panel,=S02+K1.D2-X13:3,,panel,BK
1393,=S02+K1.D2-X13:3,,panel,=S02+K1.H1-F1.3:6,,panel,BK
1396,=S02+K1.D2-X13:4,,panel,=S02+K1.D2-X13:4,,panel,
1398,=S02+K1.D2-X13:5,,panel,=S02+K1.D2-X13:4,,panel,BU
1398,=S02+K1.D2-X13:4,,panel,=S02+K1.D2-X13:5,,panel,BU
1399,=S02+K1.D2-X13:6,,panel,=S02+K1.D2-X13:5,,panel,BU
1399,=S02+K1.D2-X13:5,,panel,=S02+K1.D2-X13:6,,panel,BU
14,=A01+S1-W0:PE,,field,=A01+K1.H2-X1:PE:2,,panel,GNYE
14,=A01+K1.H2-X1:PE:2,,panel,=A01+S1-W0:PE,,field,GNYE
140,=V01+K1.H1-K1:5,,panel,=V01+K1.H1-K1:3,,panel,BK
140,=V01+K1.H1-K1:3,,panel,=V01+K1.H1-K1:5,,panel,BK
1400,=A02+K1.H2-X5:13,,panel,=S02+K1.D2-X13:6,,panel,BU
1400,=S02+K1.D2-X13:6,,panel,=A02+K1.H2-X5:13,,panel,BU
1401,=S02+K1.H1-F1.3:3,,panel,=S02+K1.H1-F1.3:5,,panel,BK
1401,=S02+K1.H1-F1.3:5,,panel,=S02+K1.H1-F1.3:3,,panel,BK
1402,=S02+K1.H1-F1.3:3,,panel,=S02+K1.H1-F1.3:1,,panel,BK
1402,=S02+K1.H1-F1.3:1,,panel,=S02+K1.H1-F1.3:3,,panel,BK
1403,=S02+K1.D2-X13:5,,panel,=S02+K1.D2-X13:5,,panel,
1405,=S02+K1.D2-X13:6,,panel,=S02+K1.D2-X13:6,,panel,
1407,=S02+K1.H1-F1.1:m4,,panel,=V01+K1.B1-A1:2,,PLC,BU
1407,=V01+K1.B1-A1:2,,PLC,=S02+K1.H1-F1.1:m4,,panel,BU
1408,=S02+K1.H1-F1.1:m3,,panel,=V01+K1.B1-W5(-P1):P1:2,,panel,BU
1408,=V01+K1.B1-W5(-P1):P1:2,,panel,=S02+K1.H1-F1.1:m3,,panel,BU
1409,=S02+K1.H1-F1.2:14,,panel,=S02+K1.B1-A1:3,,PLC,BU
1409,=S02+K1.B1-A1:3,,PLC,=S02+K1.H1-F1.2:14,,panel,BU
141,=V01+K1.H1-K1:1,,panel,=V01+K1.H1-K1:3,,panel,BK
141,=V01+K1.H1-K1:3,,panel,=V01+K1.H1-K1:1,,panel,BK
1410,=S02+K1.H1-F1.2:13,,panel,=V01+K1.B1-W5(-P1):P1:1,,panel,BU
1410,=V01+K1.B1-W5(-P1):P1:1,,panel,=S02+K1.H1-F1.2:13,,panel,BU
1411,=S02+K1.H1-F1.3:14,,panel,=S02+K1.B1-A1:4,,PLC,BU
1411,=S02+K1.B1-A1:4,,PLC,=S02+K1.H1-F1.3:14,,panel,BU
1412,=S02+K1.H1-F2.1:14,,panel,=S02+K1.B1-A1:4,,PLC,BU
1412,=S02+K1.B1-A1:4,,PLC,=S02+K1.H1-F2.1:14,,panel,BU
1413,=S02+K1.H1-F2.2:14,,panel,=S02+K1.H1-F2.1:14,,panel,BU
1413,=S02+K1.H1-F2.1:14,,panel,=S02+K1.H1-F2.2:14,,panel,BU
1414,=S02+K1.H1-F1.3:13,,panel,=V01+K1.B1-W5(-P1):P1:2,,panel,BU
1414,=V01+K1.B1-W5(-P1):P1:2,,panel,=S02+K1.H1-F1.3:13,,panel,BU
1415,=S02+K1.H1-F2.1:13,,panel,=V01+K1.B1-W5(-P1):P1:2,,panel,BU
1415,=V01+K1.B1-W5(-P1):P1:2,,panel,=S02+K1.H1-F2.1:13,,panel,BU
1416,=S02+K1.H1-F2.2:13,,panel,=V01+K1.B1-W5(-P1):P1:1,,panel,BU
1416,=V01+K1.B1-W5(-P1):P1:1,,panel,=S02+K1.H1-F2.2:13,,panel,BU
1418,=S02+K1.H1-V2.1:A2,,panel,=V01+K1.B1-W5(-P2):P2:2,,panel,BU
1418,=V01+K1.B1-W5(-P2):P2:2,,panel,=S02+K1.H1-V2.1:A2,,panel,BU
142,=A02+K1.H2-F3.1:2/1,,panel,=V01+K1.H1-K1:1,,panel,BK
142,=V01+K1.H1-K1:1,,panel,=A02+K1.H2-F3.1:2/1,,panel,BK
1420,=S02+K1.H1-V2.2:A2,,panel,=V01+K1.B1-W5(-P2):P2:2,,panel,BU
1420,=V01+K1.B1-W5(-P2):P2:2,,panel,=S02+K1.H1-V2.2:A2,,panel,BU
1423,=S02+K1.D2-X21:1,,panel,=S02+K1.D2-X21:1,,panel,
1425,=S02+K1.H1-F2.1:2,,panel,=S02+K1.D2-X21:1,,panel,BK
1425,=S02+K1.D2-X21:1,,panel,=S02+K1.H1-F2.1:2,,panel,BK
1426,=S02+K1.H1-V2.1:2,,panel,=S02+K1.H1-F2.1:1,,panel,BK
1426,=S02+K1.H1-F2.1:1,,panel,=S02+K1.H1-V2.1:2,,panel,BK
1429,=S02+K1.D2-X21:2,,panel,=S02+K1.D2-X21:2,,panel,
143,=A02+K1.H2-X22:L,,panel,=A02+K1.H2-F3.1:2/1,,panel,BK
143,=A02+K1.H2-F3.1:2/1,,panel,=A02+K1.H2-X22:L,,panel,BK
1431,=S02+K1.H1-F2.2:2,,panel,=S02+K1.D2-X21:2,,panel,BK
1431,=S02+K1.D2-X21:2,,panel,=S02+K1.H1-F2.2:2,,panel,BK
1432,=S02+K1.D2-X22:1,,panel,=S02+K1.H1-F2.1:4,,panel,BK
1432,=S02+K1.H1-F2.1:4,,panel,=S02+K1.D2-X22:1,,panel,BK
1433,=S02+K1.H1-F2.1:3,,panel,=S02+K1.H1-F2.1:5,,panel,BK
1433,=S02+K1.H1-F2.1:5,,panel,=S02+K1.H1-F2.1:3,,panel,BK
1434,=S02+K1.H1-F2.1:3,,panel,=S02+K1.H1-F2.1:1,,panel,BK
1434,=S02+K1.H1-F2.1:1,,panel,=S02+K1.H1-F2.1:3,,panel,BK
1435,=S02+K1.D2-X22:3,,panel,=S02+K1.H1-F2.1:6,,panel,BK
1435,=S02+K1.H1-F2.1:6,,panel,=S02+K1.D2-X22:3,,panel,BK
1438,=S02+K1.D2-X21:5,,panel,=S02+K1.D2-X21:5,,panel,
144,=A02+K1.H2-F3.1:1/2,,panel,=A02+K1.H2-F3:2,,panel,BK
144,=A02+K1.H2-F3:2,,panel,=A02+K1.H2-F3.1:1/2,,panel,BK
1440,=S02+K1.D2-X21:6,,panel,=S02+K1.D2-X21:5,,panel,BU
1440,=S02+K1.D2-X21:5,,panel,=S02+K1.D2-X21:6,,panel,BU
1441,=A02+K1.H2-X5:14,,panel,=S02+K1.D2-X21:6,,panel,BU
1441,=S02+K1.D2-X21:6,,panel,=A02+K1.H2-X5:14,,panel,BU
1442,=S02+K1.D2-X21:6,,panel,=S02+K1.D2-X21:6,,panel,
1444,=S02+K1.H1-V2.2:2,,panel,=S02+K1.H1-F2.2:1,,panel,BK
1444,=S02+K1.H1-F2.2:1,,panel,=S02+K1.H1-V2.2:2,,panel,BK
1445,=S02+K1.H1-F2.2:3,,panel,=S02+K1.H1-F2.2:5,,panel,BK
1445,=S02+K1.H1-F2.2:5,,panel,=S02+K1.H1-F2.2:3,,panel,BK
1446,=S02+K1.H1-F2.2:3,,panel,=S02+K1.H1-F2.2:1,,panel,BK
1446,=S02+K1.H1-F2.2:1,,panel,=S02+K1.H1-F2.2:3,,panel,BK
1447,=S02+K1.H1-F2.2:7,,panel,=S02+K1.H1-F2.2:5,,panel,BU
1447,=S02+K1.H1-F2.2:5,,panel,=S02+K1.H1-F2.2:7,,panel,BU
145,=A02+K1.H2-F3:1,,panel,=A01+K1.H2-W0:L2,,panel,direkt verbunden
145,=A01+K1.H2-W0:L2,,panel,=A02+K1.H2-F3:1,,panel,direkt verbunden
1450,=S02+K1.D2-X22:1,,panel,=S02+K1.D2-X22:1,,panel,
1454,=S02+K1.D2-X22:2,,panel,=S02+K1.D2-X22:2,,panel,
1456,=A02+K1.H2-X5:15,,panel,=S02+K1.D2-X22:2,,panel,BU
1456,=S02+K1.D2-X22:2,,panel,=A02+K1.H2-X5:15,,panel,BU
1459,=S02+K1.D2-X22:3,,panel,=S02+K1.D2-X22:3,,panel,
146,=A02+K1.H2-X22:PE,,panel,=A02+K1.H2-X6:PE:2,,panel,GNYE
146,=A02+K1.H2-X6:PE:2,,panel,=A02+K1.H2-X22:PE,,panel,GNYE
1463,=S02+K1.D2-X22:4,,panel,=S02+K1.D2-X22:4,,panel,
1465,=A02+K1.H2-X5:16,,panel,=S02+K1.D2-X22:4,,panel,BU
1465,=S02+K1.D2-X22:4,,panel,=A02+K1.H2-X5:16,,panel,BU
1467,=S02+K1.H1-V2.3:A2,,panel,=V01+K1.B1-W5(-P2):P2:1,,panel,BU
1467,=V01+K1.B1-W5(-P2):P2:1,,panel,=S02+K1.H1-V2.3:A2,,panel,BU
1468,=S02+K1.H1-V2.3:A1,,panel,=V01+K1.B1-A1:14,,PLC,BU
1468,=V01+K1.B1-A1:14,,PLC,=S02+K1.H1-V2.3:A1,,panel,BU
147,=A02+K1.H2-F3.1:3/4,,panel,=A02+K1.H2-X5:N:1,,panel,BU
147,=A02+K1.H2-X5:N:1,,panel,=A02+K1.H2-F3.1:3/4,,panel,BU
1471,=S02+K1.D2-X31:1,,panel,=S02+K1.D2-X31:1,,panel,
1473,=S02+K1.H1-F2.3:2,,panel,=S02+K1.D2-X31:1,,panel,BK
1473,=S02+K1.D2-X31:1,,panel,=S02+K1.H1-F2.3:2,,panel,BK
1474,=S02+K1.H1-V2.3:2,,panel,=S02+K1.H1-F2.3:1,,panel,BK
1474,=S02+K1.H1-F2.3:1,,panel,=S02+K1.H1-V2.3:2,,panel,BK
1475,=S02+K1.D2-X31:3,,panel,=S02+K1.H1-F2.3:4,,panel,BK
1475,=S02+K1.H1-F2.3:4,,panel,=S02+K1.D2-X31:3,,panel,BK
1476,=S02+K1.H1-F2.3:3,,panel,=S02+K1.H1-F2.3:5,,panel,BK
1476,=S02+K1.H1-F2.3:5,,panel,=S02+K1.H1-F2.3:3,,panel,BK
1477,=S02+K1.H1-F2.3:3,,panel,=S02+K1.H1-F2.3:1,,panel,BK
1477,=S02+K1.H1-F2.3:1,,panel,=S02+K1.H1-F2.3:3,,panel,BK
1478,=S02+K1.H1-F2.3:7,,panel,=S02+K1.H1-F2.3:5,,panel,BU
1478,=S02+K1.H1-F2.3:5,,panel,=S02+K1.H1-F2.3:7,,panel,BU
1481,=S02+K1.D2-X31:2,,panel,=S02+K1.D2-X31:2,,panel,
1483,=A02+K1.H2-X5:17,,panel,=S02+K1.D2-X31:2,,panel,BU
1483,=S02+K1.D2-X31:2,,panel,=A02+K1.H2-X5:17,,panel,BU
1486,=S02+K1.D2-X31:3,,panel,=S02+K1.D2-X31:3,,panel,
149,=V01+K1.H1-K1:A1,,panel,=V01+K1.B1-A1:2,,PLC,BU
149,=V01+K1.B1-A1:2,,PLC,=V01+K1.H1-K1:A1,,panel,BU
1490,=S02+K1.D2-X31:4,,panel,=S02+K1.D2-X31:4,,panel,
1492,=A02+K1.H2-X5:18,,panel,=S02+K1.D2-X31:4,,panel,BU
1492,=S02+K1.D2-X31:4,,panel,=A02+K1.H2-X5:18,,panel,BU
1493,=S02+K1.H1-F2.3:14,,panel,=V01+K1.B1-A1:6,,PLC,BU
1493,=V01+K1.B1-A1:6,,PLC,=S02+K1.H1-F2.3:14,,panel,BU
1494,=S02+K1.H1-F2.3:13,,panel,=V01+K1.B1-W5(-P1):P1:1,,panel,BU
1494,=V01+K1.B1-W5(-P1):P1:1,,panel,=S02+K1.H1-F2.3:13,,panel,BU
15,=A01+K1.H2-X1:PE:4,,panel,=A02+K1.H2-W20:SE,,panel,direkt verbunden
15,=A02+K1.H2-W20:SE,,panel,=A01+K1.H2-X1:PE:4,,panel,direkt verbunden
150,=Q01+K1.B1-X9:2:5,,panel,=A02+K1.E1-S1:14,,panel,2
150,=A02+K1.E1-S1:14,,panel,=Q01+K1.B1-X9:2:5,,panel,2
1500,=A02+K1.B1-W6(-P2):X2:2,,panel,=V01+K1.B1-W5(-P2):X1:9,,panel,BU
1500,=V01+K1.B1-W5(-P2):X1:9,,panel,=A02+K1.B1-W6(-P2):X2:2,,panel,BU
1501,=V01+K1.D2-X11:1,,panel,=V01+K1.D2-X11:1,,panel,
1503,=V01+K1.D2-X11:1,,panel,=V01+K1.H1-K1:2,,panel,BK
1503,=V01+K1.H1-K1:2,,panel,=V01+K1.D2-X11:1,,panel,BK
1504,=V01+K1.H1-K1:1,,panel,=V01+K1.H2-Q1:T1,,panel,BK
1504,=V01+K1.H2-Q1:T1,,panel,=V01+K1.H1-K1:1,,panel,BK
1505,=A02+K1.H2-W1:1L1,,panel,=V01+K1.H2-Q1:L1,,panel,direkt verbunden
1505,=V01+K1.H2-Q1:L1,,panel,=A02+K1.H2-W1:1L1,,panel,direkt verbunden
1506,=V01+K1.D2-X11:2,,panel,=V01+K1.D2-X11:2,,panel,
1508,=V01+K1.D2-X11:2,,panel,=V01+K1.H1-K1:4,,panel,BK
1508,=V01+K1.H1-K1:4,,panel,=V01+K1.D2-X11:2,,panel,BK
1509,=V01+K1.H1-K1:3,,panel,=V01+K1.H2-Q1:T2,,panel,BK
1509,=V01+K1.H2-Q1:T2,,panel,=V01+K1.H1-K1:3,,panel,BK
151,=A02+K1.E1-S1:13,,panel,=Q01+K1.B1-X9:1:4,,panel,1
151,=Q01+K1.B1-X9:1:4,,panel,=A02+K1.E1-S1:13,,panel,1
1510,=A02+K1.H2-W1:1L2,,panel,=V01+K1.H2-Q1:L2,,panel,direkt verbunden
1510,=V01+K1.H2-Q1:L2,,panel,=A02+K1.H2-W1:1L2,,panel,direkt verbunden
1511,=V01+K1.D2-X11:3,,panel,=V01+K1.D2-X11:3,,panel,
1513,=V01+K1.D2-X11:3,,panel,=V01+K1.H1-K1:6,,panel,BK
1513,=V01+K1.H1-K1:6,,panel,=V01+K1.D2-X11:3,,panel,BK
1514,=V01+K1.H1-K1:5,,panel,=V01+K1.H2-Q1:T3,,panel,BK
1514,=V01+K1.H2-Q1:T3,,panel,=V01+K1.H1-K1:5,,panel,BK
1515,=A02+K1.H2-W1:1L3,,panel,=V01+K1.H2-Q1:L3,,panel,direkt verbunden
1515,=V01+K1.H2-Q1:L3,,panel,=A02+K1.H2-W1:1L3,,panel,direkt verbunden
1519,=V01+K1.H1-K1:A2,,panel,=V01+K1.B1-W5(-P2):P2:1,,panel,BU
1519,=V01+K1.B1-W5(-P2):P2:1,,panel,=V01+K1.H1-K1:A2,,panel,BU
152,=Q01+K1.B1-X9:1:3,,panel,=A02+K1.H2-F4:2,,panel,BK
152,=A02+K1.H2-F4:2,,panel,=Q01+K1.B1-X9:1:3,,panel,BK
1520,=V01+K1.H2-Q1:14,,panel,=V01+K1.H1-K1:A1,,panel,BU
1520,=V01+K1.H1-K1:A1,,panel,=V01+K1.H2-Q1:14,,panel,BU
1521,=V01+K1.B1-A1:1,,PLC,=V01+K1.H2-Q1:13,,panel,BU
1521,=V01+K1.H2-Q1:13,,panel,=V01+K1.B1-A1:1,,PLC,BU
1522,=V01+K1.H1-K1:14,,panel,=V01+K1.B1-A3:1,,PLC,BU
1522,=V01+K1.B1-A3:1,,PLC,=V01+K1.H1-K1:14,,panel,BU
1523,=V01+K1.H1-K1:13,,panel,=V01+K1.B1-W5(-P1):P1:2,,panel,BU
1523,=V01+K1.B1-W5(-P1):P1:2,,panel,=V01+K1.H1-K1:13,,panel,BU
1524,=V01+K1.D2-X12:1,,panel,=V01+K1.D2-X12:1,,panel,
1526,=V01+K1.D2-X12:1,,panel,=V01+K1.H2-Q2:T1,,panel,BK
1526,=V01+K1.H2-Q2:T1,,panel,=V01+K1.D2-X12:1,,panel,BK
1527,=A02+K1.H2-W1:1L1,,panel,=V01+K1.H2-Q2:L1,,panel,direkt verbunden
1527,=V01+K1.H2-Q2:L1,,panel,=A02+K1.H2-W1:1L1,,panel,direkt verbunden
1528,=V01+K1.D2-X12:2,,panel,=V01+K1.D2-X12:2,,panel,
153,=A02+K1.H2-F4:1,,panel,=A01+K1.H2-W0:L1,,panel,direkt verbunden
153,=A01+K1.H2-W0:L1,,panel,=A02+K1.H2-F4:1,,panel,direkt verbunden
1530,=V01+K1.D2-X12:2,,panel,=V01+K1.H2-Q2:T2,,panel,BK
1530,=V01+K1.H2-Q2:T2,,panel,=V01+K1.D2-X12:2,,panel,BK
1531,=A02+K1.H2-W1:1L2,,panel,=V01+K1.H2-Q2:L2,,panel,direkt verbunden
1531,=V01+K1.H2-Q2:L2,,panel,=A02+K1.H2-W1:1L2,,panel,direkt verbunden
1532,=V01+K1.D2-X12:3,,panel,=V01+K1.D2-X12:3,,panel,
1534,=V01+K1.D2-X12:3,,panel,=V01+K1.H2-Q2:T3,,panel,BK
1534,=V01+K1.H2-Q2:T3,,panel,=V01+K1.D2-X12:3,,panel,BK
1535,=A02+K1.H2-W1:1L3,,panel,=V01+K1.H2-Q2:L3,,panel,direkt verbunden
1535,=V01+K1.H2-Q2:L3,,panel,=A02+K1.H2-W1:1L3,,panel,direkt verbunden
1539,=V01+K1.D2-X12:4,,panel,=V01+K1.D2-X12:4,,panel,
154,=Q01+K1.B1-X9:3:3,,panel,=Q01+K1.B1-X9:2:2,,panel,BK
154,=Q01+K1.B1-X9:2:2,,panel,=Q01+K1.B1-X9:3:3,,panel,BK
1541,=V01+K1.B1-K50:44,,panel,=V01+K1.D2-X12:4,,panel,BK
1541,=V01+K1.D2-X12:4,,panel,=V01+K1.B1-K50:44,,panel,BK
1542,=V01+K1.B1-K50:43,,panel,=V01+K1.H2-F1:2,,panel,BK
1542,=V01+K1.H2-F1:2,,panel,=V01+K1.B1-K50:43,,panel,BK
1543,=V01+K1.H2-F1:1,,panel,=A01+K1.H2-W0:L1,,panel,BK
1543,=A01+K1.H2-W0:L1,,panel,=V01+K1.H2-F1:1,,panel,BK
1545,=V01+K1.D2-X12:5,,panel,=V01+K1.D2-X12:5,,panel,
1546,=A02+K1.H2-X5:4:2,,panel,=V01+K1.D2-X12:5,,panel,BU
1546,=V01+K1.D2-X12:5,,panel,=A02+K1.H2-X5:4:2,,panel,BU
1548,=A02+K1.B1-X22-X22.3F:14,,panel,=V01+K1.B1-K50:34,,panel,BU
1548,=V01+K1.B1-K50:34,,panel,=A02+K1.B1-X22-X22.3F:14,,panel,BU
155,=Q01+K1.B1-X9:4:5,,panel,=A02+K1.E1-S2:14,,panel,2
155,=A02+K1.E1-S2:14,,panel,=Q01+K1.B1-X9:4:5,,panel,2
1550,=A02+K1.B1-X22-X22.3F:15,,panel,=V01+K1.B1-K51:11,,panel,BU
1550,=V01+K1.B1-K51:11,,panel,=A02+K1.B1-X22-X22.3F:15,,panel,BU
1553,=A02+K1.B1-X22-X22.3F:17,,panel,=V01+K1.B1-W5(-P1):P1:1,,panel,BU
1553,=V01+K1.B1-W5(-P1):P1:1,,panel,=A02+K1.B1-X22-X22.3F:17,,panel,BU
1555,=A02+K1.B1-X22-X22.3F:18,,panel,=V01+K1.B1-K53:A1,,panel,BU
1555,=V01+K1.B1-K53:A1,,panel,=A02+K1.B1-X22-X22.3F:18,,panel,BU
1556,=V01+K1.B1-K53:A2,,panel,=V01+K1.B1-W5(-P2):P2,,panel,BU
1556,=V01+K1.B1-W5(-P2):P2,,panel,=V01+K1.B1-K53:A2,,panel,BU
1557,=V01+K1.B1-A3:2,,PLC,=V01+K1.B1-W5(-P1):P1:2,,panel,BU
1557,=V01+K1.B1-W5(-P1):P1:2,,panel,=V01+K1.B1-A3:2,,PLC,BU
1558,=V01+K1.B1-K53:12,,panel,=V01+K1.H2-Q2:14,,panel,BU
1558,=V01+K1.H2-Q2:14,,panel,=V01+K1.B1-K53:12,,panel,BU
1559,=V01+K1.H2-Q2:13,,panel,=V01+K1.B1-A1:2,,PLC,BU
1559,=V01+K1.B1-A1:2,,PLC,=V01+K1.H2-Q2:13,,panel,BU
156,=A02+K1.E1-S2:13,,panel,=Q01+K1.B1-X9:3:4,,panel,1
156,=Q01+K1.B1-X9:3:4,,panel,=A02+K1.E1-S2:13,,panel,1
1560,=V01+K1.B1-K50:1,,panel,=V01+K1.B1-W5(-P2):P2:1,,panel,BU
1560,=V01+K1.B1-W5(-P2):P2:1,,panel,=V01+K1.B1-K50:1,,panel,BU
1561,=V01+K1.B1-K50:0,,panel,=V01+K1.B1-K53:11,,panel,BU
1561,=V01+K1.B1-K53:11,,panel,=V01+K1.B1-K50:0,,panel,BU
1562,=V01+K1.B1-K51:A2,,panel,=V01+K1.B1-W5(-P2):P2:1,,panel,BU
1562,=V01+K1.B1-W5(-P2):P2:1,,panel,=V01+K1.B1-K51:A2,,panel,BU
1563,=V01+K1.B1-K51:A1,,panel,=V01+K1.B1-A1:14,,PLC,BU
1563,=V01+K1.B1-A1:14,,PLC,=V01+K1.B1-K51:A1,,panel,BU
1564,=V01+K1.B1-K50:54,,panel,=V01+K1.B1-A3:3,,PLC,BU
1564,=V01+K1.B1-A3:3,,PLC,=V01+K1.B1-K50:54,,panel,BU
